"Langkær 27G, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 3, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 4, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 5, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 6, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 7, 6100 Haderslev"
"Bramdrup Vestergade 9A, st. 8, 6100 Haderslev"
"Bramdrup Vestergade 9A, 1. 9, 6100 Haderslev"
"Brunbjerg 103, Halk, 6100 Haderslev"
"Brunbjerg 72, Halk, 6100 Haderslev"
"Fjelstrup Nørrevej 61, Fjelstrup, 6100 Haderslev"
"Fjordagervej 18A, 6100 Haderslev"
"Fredstedvænget 38, 6100 Haderslev"
"Grønlandsvej 33, 6100 Haderslev"
"Jakob Knudsens Vej 51, 6100 Haderslev"
"Kelstrupvej 175, Kelstrup Strand, 6100 Haderslev"
"Kløften 7, Sandersvig, 6100 Haderslev"
"Lærkevej 6, 6100 Haderslev"
"Marstrup Bygade 119, st., 6100 Haderslev"
"Marstrup Bygade 119, 1., 6100 Haderslev"
"Naffet 14C, st., 6100 Haderslev"
"Naffet 14C, 6100 Haderslev"
"Naffet 14C, 1., 6100 Haderslev"
"Præsteskoven 48, Vonsbæk, 6100 Haderslev"
"Remisen 6, 6100 Haderslev"
"Raade Bygade 18, Raade, 6100 Haderslev"
"Sandefjordvej 5, 6100 Haderslev"
"Starup Engvej 6A, Starup, 6100 Haderslev"
"Starup Kirkevej 21B, Starup, 6100 Haderslev"
"Starup Kirkevej 23, Starup, 6100 Haderslev"
"Starup Kirkevej 25, Starup, 6100 Haderslev"
"Steppingvej 85A, 6100 Haderslev"
"Steppingvej 85, 6100 Haderslev"
"Søvang 13, Marstrup, 6100 Haderslev"
"Aarø Sydstrand 38, 6100 Haderslev"
"Sohlsvej 8, 6100 Haderslev"
"Sohlsvej 8, 1., 6100 Haderslev"
"Sohlsvej 8, st., 6100 Haderslev"
"Storegade 59, st., 6100 Haderslev"
"Storegade 59, 2., 6100 Haderslev"
"Christen Kolds Vej 10C, 6100 Haderslev"
"Skovbyvej 2C, 6100 Haderslev"
"Diernæsvej 18, 6100 Haderslev"
"Diernæsvej 20, 6100 Haderslev"
"Diernæsvej 22, 6100 Haderslev"
"Diernæsvej 22A, 6100 Haderslev"
"Diernæsvej 8, 6100 Haderslev"
"Diernæsvej 10, 6100 Haderslev"
"Diernæsvej 26, 6100 Haderslev"
"Diernæsvej 32, 6100 Haderslev"
"Diernæsvej 36, 6100 Haderslev"
"Diernæsvej 38, 6100 Haderslev"
"Diernæsvej 13, 6100 Haderslev"
"Diernæsvej 15, 6100 Haderslev"
"Diernæsvej 17, 6100 Haderslev"
"Avnøvej 7, Fjelstrup, 6100 Haderslev"
"Avnøvej 7B, Fjelstrup, 6100 Haderslev"
"Avnøvej 7J, Fjelstrup, 6100 Haderslev"
"Avnøvej 7I, Fjelstrup, 6100 Haderslev"
"Avnøvej 7H, Fjelstrup, 6100 Haderslev"
"Avnøvej 7G, Fjelstrup, 6100 Haderslev"
"Avnøvej 7A, Fjelstrup, 6100 Haderslev"
"Avnøvej 7E, Fjelstrup, 6100 Haderslev"
"Avnøvej 7C, Fjelstrup, 6100 Haderslev"
"Avnøvej 7D, Fjelstrup, 6100 Haderslev"
"Avnøvej 7F, Fjelstrup, 6100 Haderslev"
"Naffet 21A, 6100 Haderslev"
"Clausensvej 25, 6100 Haderslev"
"Nørregade 36B, 2. tv, 6100 Haderslev"
"Nørregade 36B, 2. th, 6100 Haderslev"
"Nørregade 36B, 1., 6100 Haderslev"
"Nørregade 36B, 6100 Haderslev"
"Nørregade 36B, 2., 6100 Haderslev"
"Nørregade 36, st., 6100 Haderslev"
"Nørregade 36, 6100 Haderslev"
"Nørregade 36A, 6100 Haderslev"
"Nørregade 36A, 1. th, 6100 Haderslev"
"Nørregade 36A, st. mf, 6100 Haderslev"
"Nørregade 36A, 1. tv, 6100 Haderslev"
"Nørregade 36A, 1. mf, 6100 Haderslev"
"Nørregade 36A, st. tv, 6100 Haderslev"
"Nørregade 36A, st. th, 6100 Haderslev"
"Nørregade 36, 1., 6100 Haderslev"
"Nørregade 36, 2., 6100 Haderslev"
"Nørregade 36, 2. th, 6100 Haderslev"
"Nørregade 36, st. th, 6100 Haderslev"
"Nørregade 36, st. tv, 6100 Haderslev"
"Nørregade 36, 2. tv, 6100 Haderslev"
"Moltrup Landevej 7, 6100 Haderslev"
"Moltrup Landevej 9, 6100 Haderslev"
"Moltrup Landevej 11, 6100 Haderslev"
"Moltrup Landevej 13, 6100 Haderslev"
"Moltrup Landevej 15, 6100 Haderslev"
"Moltrup Landevej 17, 6100 Haderslev"
"Moltrup Landevej 19, 6100 Haderslev"
"Moltrup Landevej 31, 6100 Haderslev"
"Moltrup Landevej 33, 6100 Haderslev"
"Moltrup Landevej 35, 6100 Haderslev"
"Ejsbølsvinget 28, 6100 Haderslev"
"Ejsbølsvinget 30, 6100 Haderslev"
"Ejsbølsvinget 32, 6100 Haderslev"
"Ejsbølsvinget 56, 6100 Haderslev"
"Ejsbølsvinget 58, 6100 Haderslev"
"Ejsbølsvinget 60, 6100 Haderslev"
"Ribe Landevej 128A, 7, 6100 Haderslev"
"Ribe Landevej 128A, 8, 6100 Haderslev"
"Ribe Landevej 128A, 11, 6100 Haderslev"
"Ribe Landevej 128A, 12, 6100 Haderslev"
"Ribe Landevej 128A, 9, 6100 Haderslev"
"Ribe Landevej 128A, 10, 6100 Haderslev"
"Ribe Landevej 128A, 2, 6100 Haderslev"
"Ribe Landevej 128A, 3, 6100 Haderslev"
"Ribe Landevej 128A, 4, 6100 Haderslev"
"Ribe Landevej 128A, 5, 6100 Haderslev"
"Ribe Landevej 128A, 6, 6100 Haderslev"
"Ribe Landevej 128A, 1, 6100 Haderslev"
"Ribe Landevej 128A, st. 3, 6100 Haderslev"
"Ribe Landevej 128A, st. 1, 6100 Haderslev"
"Ribe Landevej 128A, st. 11, 6100 Haderslev"
"Ribe Landevej 128A, st. 8, 6100 Haderslev"
"Ribe Landevej 128A, st. 5, 6100 Haderslev"
"Ribe Landevej 128A, st. 7, 6100 Haderslev"
"Ribe Landevej 128A, st. 9, 6100 Haderslev"
"Ribe Landevej 128A, st. 2, 6100 Haderslev"
"Ribe Landevej 128A, st. 6, 6100 Haderslev"
"Ribe Landevej 128A, st. 12, 6100 Haderslev"
"Ribe Landevej 128A, st. 10, 6100 Haderslev"
"Ribe Landevej 128A, st. 4, 6100 Haderslev"
"Ribe Landevej 128B, 16, 6100 Haderslev"
"Ribe Landevej 128B, 15, 6100 Haderslev"
"Ribe Landevej 128B, 14, 6100 Haderslev"
"Ribe Landevej 128B, 13, 6100 Haderslev"
"Ribe Landevej 128B, 17, 6100 Haderslev"
"Ribe Landevej 128B, 18, 6100 Haderslev"
"Ribe Landevej 128B, 19, 6100 Haderslev"
"Ribe Landevej 128B, 22, 6100 Haderslev"
"Ribe Landevej 128B, 21, 6100 Haderslev"
"Ribe Landevej 128B, 20, 6100 Haderslev"
"Ribe Landevej 128B, st. 21, 6100 Haderslev"
"Ribe Landevej 128B, st. 16, 6100 Haderslev"
"Ribe Landevej 128B, st. 20, 6100 Haderslev"
"Ribe Landevej 128B, st. 19, 6100 Haderslev"
"Ribe Landevej 128B, st. 18, 6100 Haderslev"
"Ribe Landevej 128B, st. 14, 6100 Haderslev"
"Ribe Landevej 128B, st. 22, 6100 Haderslev"
"Ribe Landevej 128B, st. 13, 6100 Haderslev"
"Ribe Landevej 128B, st. 17, 6100 Haderslev"
"Ribe Landevej 128C, 33, 6100 Haderslev"
"Ribe Landevej 128B, st. 15, 6100 Haderslev"
"Ribe Landevej 128C, 28, 6100 Haderslev"
"Ribe Landevej 128C, 27, 6100 Haderslev"
"Ribe Landevej 128C, 26, 6100 Haderslev"
"Ribe Landevej 128C, 25, 6100 Haderslev"
"Ribe Landevej 128C, 24, 6100 Haderslev"
"Ribe Landevej 128C, 23, 6100 Haderslev"
"Ribe Landevej 128C, 34, 6100 Haderslev"
"Ribe Landevej 128C, 32, 6100 Haderslev"
"Ribe Landevej 128C, 29, 6100 Haderslev"
"Ribe Landevej 128C, 30, 6100 Haderslev"
"Ribe Landevej 128C, 31, 6100 Haderslev"
"Ribe Landevej 128C, st. 26, 6100 Haderslev"
"Ribe Landevej 128C, st. 24, 6100 Haderslev"
"Ribe Landevej 128C, st. 27, 6100 Haderslev"
"Ribe Landevej 128C, st. 23, 6100 Haderslev"
"Ribe Landevej 128C, st. 34, 6100 Haderslev"
"Ribe Landevej 128C, st. 29, 6100 Haderslev"
"Ribe Landevej 128C, st. 33, 6100 Haderslev"
"Ribe Landevej 128C, st. 28, 6100 Haderslev"
"Ribe Landevej 128C, st. 30, 6100 Haderslev"
"Ribe Landevej 128C, st. 31, 6100 Haderslev"
"Ribe Landevej 128C, st. 25, 6100 Haderslev"
"Ribe Landevej 128C, st. 32, 6100 Haderslev"
"Ole Rømers Vej 23B, 6100 Haderslev"
"Ole Rømers Vej 23A, 6100 Haderslev"
"Storegade 87C, 6100 Haderslev"
"Jomfrustien 6, st., 6100 Haderslev"
"Jomfrustien 6, 1., 6100 Haderslev"
"Jomfrustien 6, 2., 6100 Haderslev"
"Jomfrustien 6, 3., 6100 Haderslev"
"Jomfrustien 6, 6100 Haderslev"
"Jomfrustien 6A, 6100 Haderslev"
"Jomfrustien 6A, st., 6100 Haderslev"
"Gåskærgade 30A, 6100 Haderslev"
"Jomfrustien 4, st., 6100 Haderslev"
"Jomfrustien 4, 1. th, 6100 Haderslev"
"Jomfrustien 4, 1. tv, 6100 Haderslev"
"Jomfrustien 4, 2., 6100 Haderslev"
"Jomfrustien 4, 3. th, 6100 Haderslev"
"Jomfrustien 4, 3. tv, 6100 Haderslev"
"Jomfrustien 4A, 6100 Haderslev"
"Jomfrustien 4B, 6100 Haderslev"
"Skibbrogade 12D, 6100 Haderslev"
"Skibbrogade 12C, st., 6100 Haderslev"
"Skibbrogade 12C, 1. th, 6100 Haderslev"
"Skibbrogade 12C, 1. tv, 6100 Haderslev"
"Skibbrogade 12C, 2. th, 6100 Haderslev"
"Skibbrogade 12C, 2. tv, 6100 Haderslev"
"Flovt Bygade 20B, 6100 Haderslev"
"Sønderbro 11B, st., 6100 Haderslev"
"Sønderbro 11B, 1., 6100 Haderslev"
"Sønderbro 11B, 2., 6100 Haderslev"
"Pakhuskajen 4, 6100 Haderslev"
"Erlev Bjerge 60, 6100 Haderslev"
"Forsetesvej 1, 6100 Haderslev"
"Nørregade 27, 1. tv, 6100 Haderslev"
"Nørregade 27, 1. th, 6100 Haderslev"
"Vilstrup Næsvej 69, 6100 Haderslev"
"Møllesvinget 18, Moltrup, 6100 Haderslev"
"Aastrup Alle 50, 6100 Haderslev"
"Aastrup Alle 50B, Aastrup, 6100 Haderslev"
"Aastrup Alle 50B, Aastrup, 6100 Haderslev"
"Aastrup Alle 48, 6100 Haderslev"
"Sverigesvej 2H, 6100 Haderslev"
"Jomfrustien 4B, 2., 6100 Haderslev"
"Sønderbro 11A, st., 6100 Haderslev"
"Sønderbro 11A, 1., 6100 Haderslev"
"Sønderbro 11, st., 6100 Haderslev"
"Sønderbro 11, 1. th, 6100 Haderslev"
"Sønderbro 11, 1. tv, 6100 Haderslev"
"Sønderbro 11, 2. th, 6100 Haderslev"
"Sønderbro 11, 2. tv, 6100 Haderslev"
"Sønderbro 11, 6100 Haderslev"
"Ved Færgegården 20, Aarøsund, 6100 Haderslev"
"Ved Færgegården 14, Aarøsund, 6100 Haderslev"
"Havvejen 115C, Vilstrup, 6100 Haderslev"
"Fjordagervej 23, 6100 Haderslev"
"Gymosevej 4T, 6100 Haderslev"
"Kelstrup Kystvej 28A, Kelstrup Strand, 6100 Haderslev"
"Gasværksvej 2, st., 6100 Haderslev"
"Kelstrup Kystvej 28B, Kelstrup Strand, 6100 Haderslev"
"Storegade 59, st., 6100 Haderslev"
"Gammel Brandvej 2A, 2. th, 6100 Haderslev"
"Gammel Brandvej 2A, 2. tv, 6100 Haderslev"
"Gammel Brandvej 2A, 1. th, 6100 Haderslev"
"Ved Strandengen 22, Aarøsund, 6100 Haderslev"
"Ved Færgegården 22, Aarøsund, 6100 Haderslev"
"Aastrup Alle 68, 6100 Haderslev"
"Bispebroen 2, 2. th, 6100 Haderslev"
"Bispebroen 2, 2. tv, 6100 Haderslev"
"Bispebroen 2, 1., 6100 Haderslev"
"Bispebroen 2, st., 6100 Haderslev"
"Bispebroen 2A, 6100 Haderslev"
"Bispebroen 2B, 1. th, 6100 Haderslev"
"Bispebroen 2B, 1. tv, 6100 Haderslev"
"Bispebroen 2B, 2., 6100 Haderslev"
"Storegade 22, st., 6100 Haderslev"
"Storegade 22, 1., 6100 Haderslev"
"Storegade 22, 6100 Haderslev"
"Storegade 22B, 6100 Haderslev"
"Starup Kirkevej 1A, 6100 Haderslev"
"Storegade 79, tv, 6100 Haderslev"
"Storegade 79, th, 6100 Haderslev"
"Aarøsund Landevej 85, st. th, 6100 Haderslev"
"Aarøsund Landevej 85, st. tv, 6100 Haderslev"
"Aarøsund Landevej 85, 1. th, 6100 Haderslev"
"Aarøsund Landevej 85, 1. tv, 6100 Haderslev"
"Aarøsund Landevej 85, 2. th, 6100 Haderslev"
"Aarøsund Landevej 85, 2. tv, 6100 Haderslev"
"Aarøsund Landevej 79, st. th, 6100 Haderslev"
"Aarøsund Landevej 79, st. tv, 6100 Haderslev"
"Aarøsund Landevej 79, 1. th, 6100 Haderslev"
"Aarøsund Landevej 79, 1. tv, 6100 Haderslev"
"Aarøsund Landevej 79, 2. th, 6100 Haderslev"
"Aarøsund Landevej 79, 2. tv, 6100 Haderslev"
"Aarøsund Landevej 81, st. th, 6100 Haderslev"
"Aarøsund Landevej 81, st. tv, 6100 Haderslev"
"Aarøsund Landevej 81, 1. th, 6100 Haderslev"
"Aarøsund Landevej 81, 1. tv, 6100 Haderslev"
"Aarøsund Landevej 81, 2. th, 6100 Haderslev"
"Aarøsund Landevej 81, 2. tv, 6100 Haderslev"
"Bjerning Hovedvej 68, 6100 Haderslev"
"Kannikepladsen 2A, 6100 Haderslev"
"Keldetvej 47D, 6100 Haderslev"
"Gravene 12E, 6100 Haderslev"
"Lindedal 33A, 6100 Haderslev"
"Østergade 38A, 6100 Haderslev"
"Østergade 38B, 1. tv, 6100 Haderslev"
"Østergade 38B, 1. mf, 6100 Haderslev"
"Østergade 38B, 1. th, 6100 Haderslev"
"Østergade 38B, 2. tv, 6100 Haderslev"
"Østergade 38B, 2. th, 6100 Haderslev"
"Bramsensgårdvej 2B, 6100 Haderslev"
"Bramsensgårdvej 16, 6100 Haderslev"
"Bramsensgårdvej 22, 6100 Haderslev"
"Bramsensgårdvej 20, 6100 Haderslev"
"Bramsensgårdvej 24, 6100 Haderslev"
"Bramsensgårdvej 28, 6100 Haderslev"
"Bramsensgårdvej 30, 6100 Haderslev"
"Bramsensgårdvej 32, 6100 Haderslev"
"Bramsensgårdvej 34, 6100 Haderslev"
"Hoptrup Kirkeby 22, 6100 Haderslev"
"Hoptrup Kirkeby 24, 6100 Haderslev"
"Pakhuskajen 1A, 6100 Haderslev"
"Pakhuskajen 1B, 6100 Haderslev"
"Kannikepladsen 2T, 6100 Haderslev"
"Norgesvej 22C, 6100 Haderslev"
"Norgesvej 22C, kl., 6100 Haderslev"
"Norgesvej 22C, st., 6100 Haderslev"
"Norgesvej 22B, kl., 6100 Haderslev"
"Østergade 38B, st. th, 6100 Haderslev"
"Østergade 38B, st. tv, 6100 Haderslev"
"Østergade 38A, 2., 6100 Haderslev"
"Østergade 38A, 1. tv, 6100 Haderslev"
"Østergade 38A, 1. th, 6100 Haderslev"
"Østergade 38A, 2. th, 6100 Haderslev"
"Østergade 38A, 2. tv, 6100 Haderslev"
"Østergade 38A, 1. mf, 6100 Haderslev"
"Østergade 38A, st. mf, 6100 Haderslev"
"Østergade 38A, 1., 6100 Haderslev"
"Vinkelvej 1L, 1. tv, 6100 Haderslev"
"Vinkelvej 1L, st. tv, 6100 Haderslev"
"Vinkelvej 1L, 2. th, 6100 Haderslev"
"Vinkelvej 1L, 1. th, 6100 Haderslev"
"Vinkelvej 1L, st. th, 6100 Haderslev"
"Vinkelvej 1L, 3., 6100 Haderslev"
"Vinkelvej 1L, 2. tv, 6100 Haderslev"
"Vinkelvej 1K, 2. th, 6100 Haderslev"
"Vinkelvej 1K, st. th, 6100 Haderslev"
"Vinkelvej 1K, 3., 6100 Haderslev"
"Vinkelvej 1K, st. mf, 6100 Haderslev"
"Vinkelvej 1K, 2. tv, 6100 Haderslev"
"Vinkelvej 1K, 1. mf, 6100 Haderslev"
"Vinkelvej 1K, 2. mf, 6100 Haderslev"
"Vinkelvej 1K, 1. th, 6100 Haderslev"
"Vinkelvej 1K, 1. tv, 6100 Haderslev"
"Vinkelvej 1K, st. tv, 6100 Haderslev"
"Vinkelvej 1M, 2. tv, 6100 Haderslev"
"Vinkelvej 1M, st. tv, 6100 Haderslev"
"Vinkelvej 1M, st. th, 6100 Haderslev"
"Vinkelvej 1M, 3. th, 6100 Haderslev"
"Vinkelvej 1M, 1. tv, 6100 Haderslev"
"Vinkelvej 1M, 3. tv, 6100 Haderslev"
"Vinkelvej 1N, st. th, 6100 Haderslev"
"Vinkelvej 1M, 2. th, 6100 Haderslev"
"Vinkelvej 1N, 2. tv, 6100 Haderslev"
"Vinkelvej 1M, 1. th, 6100 Haderslev"
"Vinkelvej 1N, 1. tv, 6100 Haderslev"
"Vinkelvej 1N, 1. th, 6100 Haderslev"
"Vinkelvej 1N, st. mf, 6100 Haderslev"
"Vinkelvej 1N, 1. mf, 6100 Haderslev"
"Vinkelvej 1N, st. tv, 6100 Haderslev"
"Vinkelvej 1N, 2. th, 6100 Haderslev"
"Vinkelvej 1N, 2. mf, 6100 Haderslev"
"Vinkelvej 1N, 3. th, 6100 Haderslev"
"Vinkelvej 1N, 3. tv, 6100 Haderslev"
"Vinkelvej 1N, 3. mf, 6100 Haderslev"
"Vinkelvej 1C, 2. th, 6100 Haderslev"
"Vinkelvej 1C, 2. tv, 6100 Haderslev"
"Vinkelvej 1C, 1. tv, 6100 Haderslev"
"Vinkelvej 1C, 1. th, 6100 Haderslev"
"Vinkelvej 1C, st. tv, 6100 Haderslev"
"Vinkelvej 1C, st. th, 6100 Haderslev"
"Vinkelvej 1D, 1. th, 6100 Haderslev"
"Vinkelvej 1D, 1. tv, 6100 Haderslev"
"Vinkelvej 1D, st. tv, 6100 Haderslev"
"Vinkelvej 1D, 2. th, 6100 Haderslev"
"Vinkelvej 1D, st. th, 6100 Haderslev"
"Vinkelvej 1D, 2. tv, 6100 Haderslev"
"Vinkelvej 1B, st. th, 6100 Haderslev"
"Vinkelvej 1B, st. tv, 6100 Haderslev"
"Vinkelvej 1B, 1. th, 6100 Haderslev"
"Vinkelvej 1B, 1. tv, 6100 Haderslev"
"Vinkelvej 1B, 2. th, 6100 Haderslev"
"Vinkelvej 1B, 2. tv, 6100 Haderslev"
"Vinkelvej 1B, 3., 6100 Haderslev"
"Vinkelvej 1A, st. tv, 6100 Haderslev"
"Vinkelvej 1A, 1. th, 6100 Haderslev"
"Vinkelvej 1A, 1. tv, 6100 Haderslev"
"Vinkelvej 1A, 2. th, 6100 Haderslev"
"Vinkelvej 1A, 2. tv, 6100 Haderslev"
"Vinkelvej 1A, 3. th, 6100 Haderslev"
"Vinkelvej 1A, 3. tv, 6100 Haderslev"
"Vinkelvej 1A, 6100 Haderslev"
"Vinkelvej 1A, st. th, 6100 Haderslev"
"Troldhøj 2G, 6100 Haderslev"
"Troldhøj 2F, 6100 Haderslev"
"Troldhøj 2E, 6100 Haderslev"
"Troldhøj 2H, 6100 Haderslev"
"Troldhøj 2C, 6100 Haderslev"
"Ørbyhage 54, 6100 Haderslev"
"Ørbyhage 54, 1., 6100 Haderslev"
"Stadion Alle 2, Fjelstrup, 6100 Haderslev"
"Nørregade 48, kl., 6100 Haderslev"
"Nørregade 48, st., 6100 Haderslev"
"Nørregade 48, 1., 6100 Haderslev"
"Nørregade 48, 2., 6100 Haderslev"
"Nørregade 48, 6100 Haderslev"
"Storegade 51A, 6100 Haderslev"
"Storegade 51A, 1., 6100 Haderslev"
"Storegade 51A, st., 6100 Haderslev"
"Storegade 47A, 6100 Haderslev"
"Storegade 47, 1., 6100 Haderslev"
"Storegade 47, 2. th, 6100 Haderslev"
"Storegade 47, 2. tv, 6100 Haderslev"
"Storegade 47, 1. mf, 6100 Haderslev"
"Storegade 47, 1. tv, 6100 Haderslev"
"Storegade 47, 6100 Haderslev"
"Storegade 45, st. th, 6100 Haderslev"
"Storegade 45, st. tv, 6100 Haderslev"
"Storegade 45, 6100 Haderslev"
"Storegade 45A, 2. tv, 6100 Haderslev"
"Storegade 45A, 1. th, 6100 Haderslev"
"Storegade 45A, 1. tv, 6100 Haderslev"
"Storegade 45A, 2. th, 6100 Haderslev"
"Storegade 45C, st., 6100 Haderslev"
"Storegade 45D, st., 6100 Haderslev"
"Storegade 45D, 1., 6100 Haderslev"
"Storegade 45D, 2., 6100 Haderslev"
"Storegade 45B, st., 6100 Haderslev"
"Storegade 45B, 1. th, 6100 Haderslev"
"Storegade 45B, 1. tv, 6100 Haderslev"
"Storegade 45B, 2. th, 6100 Haderslev"
"Storegade 45B, 2. tv, 6100 Haderslev"
"Storegade 45B, 3., 6100 Haderslev"
"Storegade 43B, 6100 Haderslev"
"Storegade 43A, st., 6100 Haderslev"
"Storegade 43A, 1. th, 6100 Haderslev"
"Storegade 43A, 1. tv, 6100 Haderslev"
"Storegade 43C, 6100 Haderslev"
"Ny Erlevvej 1, 6100 Haderslev"
"Kannikepladsen 2B, 1., 6100 Haderslev"
"Kannikepladsen 2B, 2., 6100 Haderslev"
"Gravene 11, st., 6100 Haderslev"
"Gravene 11, 1., 6100 Haderslev"
"Gravene 11, 2., 6100 Haderslev"
"Hertug Valdemars Vej 1A, 6100 Haderslev"
"Hertug Valdemars Vej 1C, 6100 Haderslev"
"Hertug Valdemars Vej 1C, st., 6100 Haderslev"
"Hertug Valdemars Vej 1B, 1., 6100 Haderslev"
"Hertug Valdemars Vej 1B, st., 6100 Haderslev"
"Hertug Valdemars Vej 1B, 6100 Haderslev"
"Kannikepladsen 2B, 6100 Haderslev"
"Havegårdsvej 45, Starup, 6100 Haderslev"
"Gammel Brandvej 3, 6100 Haderslev"
"Flovt Bygade 37, 6100 Haderslev"
"Flovt Bygade 37, 6100 Haderslev"
"Gartnervej 6, 6100 Haderslev"
"Ørby 4, 6100 Haderslev"
"Bramhalevej 24, Bramdrup, 6100 Haderslev"
"Diernæsvej 206B, 6100 Haderslev"
"Povlsgårdvej 24, Bramdrup, 6100 Haderslev"
"Grubesvej 45, Kelstrup, 6100 Haderslev"
"Præstegade 7A, 6100 Haderslev"
"Aarø 51, 6100 Haderslev"
"Aarø 49, 6100 Haderslev"
"Aarø 47, 6100 Haderslev"
"Aarø 39, 6100 Haderslev"
"Aarø 41, 6100 Haderslev"
"Aarø 53, 6100 Haderslev"
"Aarø 70, 6100 Haderslev"
"Aarø 189B, 6100 Haderslev"
"Aarø 189A, 6100 Haderslev"
"Sandersvig Strandvej 14, Sandersvig, 6100 Haderslev"
"Sandersvig Strandvej 8, Sandersvig, 6100 Haderslev"
"Søvej 1, Sandersvig, 6100 Haderslev"
"Hejsager Strandvej 39D, 1., 6100 Haderslev"
"Hejsager Strandvej 39D, st. mf, 6100 Haderslev"
"Hejsager Strandvej 39F, 1., 6100 Haderslev"
"Hejsager Strandvej 39F, st. th, 6100 Haderslev"
"Norgesvej 18, 6100 Haderslev"
"Ny Allegade 9, 6100 Haderslev"
"Digevej 61, 6100 Haderslev"
"Digevej 15, 6100 Haderslev"
"Digevej 49, 6100 Haderslev"
"Digevej 55, 6100 Haderslev"
"Naffet 16A, 1., 6100 Haderslev"
"Naffet 16C, 6100 Haderslev"
"Naffet 16B, 6100 Haderslev"
"Naffet 16B, st., 6100 Haderslev"
"Naffet 16B, 1., 6100 Haderslev"
"Digevej 11, 6100 Haderslev"
"Digevej 9, 6100 Haderslev"
"Aastrupvej 11G, 6100 Haderslev"
"Aastrupvej 11F, 6100 Haderslev"
"Aastrupvej 13B, 6100 Haderslev"
"Aastrupvej 11G, 1. tv, 6100 Haderslev"
"Aastrupvej 11G, 1. th, 6100 Haderslev"
"Aastrupvej 11F, st., 6100 Haderslev"
"Aastrupvej 11F, 1. tv, 6100 Haderslev"
"Aastrupvej 11F, 1. th, 6100 Haderslev"
"Ny Allegade 9, st., 6100 Haderslev"
"Digevej 41, 6100 Haderslev"
"Digevej 17, 6100 Haderslev"
"Digevej 19, 6100 Haderslev"
"Digevej 21, 6100 Haderslev"
"Kelstrup Bygade 17, 6100 Haderslev"
"Digevej 23, 6100 Haderslev"
"Digevej 39, 6100 Haderslev"
"Bellahøjvej 1, 6100 Haderslev"
"Digevej 33, 6100 Haderslev"
"Grødebølvej 19, 6100 Haderslev"
"Digevej 31, 6100 Haderslev"
"Digevej 29, 6100 Haderslev"
"Viggo Carstensens Vej 7E, 6100 Haderslev"
"Viggo Carstensens Vej 7F, 6100 Haderslev"
"Viggo Carstensens Vej 7D, 6100 Haderslev"
"Digevej 18, 6100 Haderslev"
"Bellahøjvænget 1, 6100 Haderslev"
"Digevej 14, 6100 Haderslev"
"Digevej 28, 6100 Haderslev"
"Bellahøjvænget 3, 6100 Haderslev"
"Bellahøjvænget 9, 6100 Haderslev"
"Bellahøjvænget 11, 6100 Haderslev"
"Bellahøjvænget 6, 6100 Haderslev"
"Bellahøjvænget 4, 6100 Haderslev"
"Bellahøjvænget 2, 6100 Haderslev"
"Bellahøjvænget 12, 6100 Haderslev"
"Bellahøjvænget 14, 6100 Haderslev"
"Bellahøjvænget 16, 6100 Haderslev"
"Bellahøjvænget 18, 6100 Haderslev"
"Digevej 27, 6100 Haderslev"
"Bellahøjvænget 22, 6100 Haderslev"
"Bellahøjvænget 20, 6100 Haderslev"
"Bellahøjvænget 15, 6100 Haderslev"
"Aarøsund Landevej 83, st. th, 6100 Haderslev"
"Aarøsund Landevej 83, st. tv, 6100 Haderslev"
"Aarøsund Landevej 83, 1. th, 6100 Haderslev"
"Aarøsund Landevej 83, 1. tv, 6100 Haderslev"
"Aarøsund Landevej 83, 2. th, 6100 Haderslev"
"Aarøsund Landevej 83, 2. tv, 6100 Haderslev"
"Oksbølvej 14, 6100 Haderslev"
"Oksbølvej 14, 1., 6100 Haderslev"
"Oksbølvej 14, st., 6100 Haderslev"
"Skovbyvej 34, 6100 Haderslev"
"Grøftholtvænget 37, 6100 Haderslev"
"Grøftholtvænget 40, 6100 Haderslev"
"Nederbyvænget 57, Aastrup, 6100 Haderslev"
"Viekær 18, Fjelstrup, 6100 Haderslev"
"Christiansfeldvej 6A, 6100 Haderslev"
"Christiansfeldvej 6A, 1., 6100 Haderslev"
"Christiansfeldvej 6A, st. th, 6100 Haderslev"
"Christiansfeldvej 6A, st. tv, 6100 Haderslev"
"Christiansfeldvej 6A, 2., 6100 Haderslev"
"Lindedal 33C, 6100 Haderslev"
"Aarøsund Havn 30, Aarøsund, 6100 Haderslev"
"Aarøsund Havn 30B, Aarøsund, 6100 Haderslev"
"Skovvænget , 6100 Haderslev"
"Brombærvej 52B, 6100 Haderslev"
"Skovvænget 54B, 6100 Haderslev"
"Varbergvej 33, st. th, 6100 Haderslev"
"Varbergvej 33, st. tv, 6100 Haderslev"
"Varbergvej 33, 1. th, 6100 Haderslev"
"Varbergvej 33, 1. tv, 6100 Haderslev"
"Varbergvej 33, 2. th, 6100 Haderslev"
"Varbergvej 33, 2. tv, 6100 Haderslev"
